center,left,right,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
images/center/1143.jpeg,images/left/1143.jpeg,images/right/1143.jpeg,0.5,0,0,0,0,1
images/center/1144.jpeg,images/left/1144.jpeg,images/right/1144.jpeg,0.5,0,0,0,0,1
images/center/1145.jpeg,images/left/1145.jpeg,images/right/1145.jpeg,0.5,0,0,0,0,1
images/center/1146.jpeg,images/left/1146.jpeg,images/right/1146.jpeg,0.5,0,0,0,0,1
images/center/1147.jpeg,images/left/1147.jpeg,images/right/1147.jpeg,0.5,0,0,0,0,1
images/center/1148.jpeg,images/left/1148.jpeg,images/right/1148.jpeg,0.5,0,0,0,0,1
images/center/1149.jpeg,images/left/1149.jpeg,images/right/1149.jpeg,0.5,0,0,0,0,1
images/center/1150.jpeg,images/left/1150.jpeg,images/right/1150.jpeg,0.5,0,0,0,0,1
images/center/1151.jpeg,images/left/1151.jpeg,images/right/1151.jpeg,0.5,0,0,0,0,1
images/center/1152.jpeg,images/left/1152.jpeg,images/right/1152.jpeg,0.5,0,0,0,0,1
images/center/1153.jpeg,images/left/1153.jpeg,images/right/1153.jpeg,0.5,0,0,0,0,1
images/center/1154.jpeg,images/left/1154.jpeg,images/right/1154.jpeg,0.5,0,0,0,0,1
images/center/1155.jpeg,images/left/1155.jpeg,images/right/1155.jpeg,0.5,0,0,0,0,1
images/center/1156.jpeg,images/left/1156.jpeg,images/right/1156.jpeg,0.5,0,0,0,0,1
images/center/1157.jpeg,images/left/1157.jpeg,images/right/1157.jpeg,0.5,0,0,0,0,1
images/center/1158.jpeg,images/left/1158.jpeg,images/right/1158.jpeg,0.5,0,0,0,0,1
images/center/1159.jpeg,images/left/1159.jpeg,images/right/1159.jpeg,0.5,0,0,0,0,1
images/center/1160.jpeg,images/left/1160.jpeg,images/right/1160.jpeg,0.5,0,0,0,0,1
images/center/1161.jpeg,images/left/1161.jpeg,images/right/1161.jpeg,0.5,0,0,0,0,1
images/center/1162.jpeg,images/left/1162.jpeg,images/right/1162.jpeg,0.5,0,0,0,0,1
images/center/1163.jpeg,images/left/1163.jpeg,images/right/1163.jpeg,0.5,0,0,0,0,1
images/center/1164.jpeg,images/left/1164.jpeg,images/right/1164.jpeg,0.5,0,0,0,0,1
images/center/1165.jpeg,images/left/1165.jpeg,images/right/1165.jpeg,0.5,0,0,0,0,1
images/center/1166.jpeg,images/left/1166.jpeg,images/right/1166.jpeg,0.5,0,0,0,0,1
images/center/1167.jpeg,images/left/1167.jpeg,images/right/1167.jpeg,0.5,0,0,0,0,1
images/center/1168.jpeg,images/left/1168.jpeg,images/right/1168.jpeg,0.5,0,0,0,0,1
images/center/1169.jpeg,images/left/1169.jpeg,images/right/1169.jpeg,0.5,0,0,0,0,1
images/center/1170.jpeg,images/left/1170.jpeg,images/right/1170.jpeg,0.5,0,0,0,0,1
images/center/1171.jpeg,images/left/1171.jpeg,images/right/1171.jpeg,0.5,0,0,0,0,1
images/center/1172.jpeg,images/left/1172.jpeg,images/right/1172.jpeg,0.5,0,0,0,0,1
images/center/1173.jpeg,images/left/1173.jpeg,images/right/1173.jpeg,0.5,0,0,0,0,1
images/center/1174.jpeg,images/left/1174.jpeg,images/right/1174.jpeg,0.5,0,0,0,0,1
images/center/1175.jpeg,images/left/1175.jpeg,images/right/1175.jpeg,0.5,0,0,0,0,1
images/center/1176.jpeg,images/left/1176.jpeg,images/right/1176.jpeg,0.5,0,0,0,0,1
images/center/1177.jpeg,images/left/1177.jpeg,images/right/1177.jpeg,0.5,0,0,0,0,1
images/center/1178.jpeg,images/left/1178.jpeg,images/right/1178.jpeg,0.5,0,0,0,0,1
images/center/1179.jpeg,images/left/1179.jpeg,images/right/1179.jpeg,0.5,0,0,0,0,1
images/center/1180.jpeg,images/left/1180.jpeg,images/right/1180.jpeg,0.5,0,0,0,0,1
images/center/1181.jpeg,images/left/1181.jpeg,images/right/1181.jpeg,0.5,0,0,0,0,1
images/center/1182.jpeg,images/left/1182.jpeg,images/right/1182.jpeg,0.5,0,0,0,0,1
images/center/1183.jpeg,images/left/1183.jpeg,images/right/1183.jpeg,0.5,0,0,0,0,1
images/center/1184.jpeg,images/left/1184.jpeg,images/right/1184.jpeg,0.5,0,0,0,0,1
images/center/1185.jpeg,images/left/1185.jpeg,images/right/1185.jpeg,0.5,0,0,0,0,1
images/center/1186.jpeg,images/left/1186.jpeg,images/right/1186.jpeg,0.5,0,0,0,0,1
images/center/1187.jpeg,images/left/1187.jpeg,images/right/1187.jpeg,0.5,0,0,0,0,1
images/center/1188.jpeg,images/left/1188.jpeg,images/right/1188.jpeg,0.5,0,0,0,0,1
images/center/1189.jpeg,images/left/1189.jpeg,images/right/1189.jpeg,0.5,0,0,0,0,1
images/center/1190.jpeg,images/left/1190.jpeg,images/right/1190.jpeg,0.5,0,0,0,0,1
images/center/1191.jpeg,images/left/1191.jpeg,images/right/1191.jpeg,0.5,0,0,0,0,1
images/center/1192.jpeg,images/left/1192.jpeg,images/right/1192.jpeg,0.5,0,0,0,0,1
images/center/1193.jpeg,images/left/1193.jpeg,images/right/1193.jpeg,0.5,0,0,0,0,1
images/center/1194.jpeg,images/left/1194.jpeg,images/right/1194.jpeg,0.5,0,0,0,0,1
images/center/1195.jpeg,images/left/1195.jpeg,images/right/1195.jpeg,0.5,0,0,0,0,1
images/center/1196.jpeg,images/left/1196.jpeg,images/right/1196.jpeg,0.5,0,0,0,0,1
images/center/1197.jpeg,images/left/1197.jpeg,images/right/1197.jpeg,0.5,0,0,0,0,1
images/center/1198.jpeg,images/left/1198.jpeg,images/right/1198.jpeg,0.5,0,0,0,0,1
images/center/1199.jpeg,images/left/1199.jpeg,images/right/1199.jpeg,0.5,0,0,0,0,1
images/center/1200.jpeg,images/left/1200.jpeg,images/right/1200.jpeg,0.5,0,0,0,0,1
images/center/1201.jpeg,images/left/1201.jpeg,images/right/1201.jpeg,0.5,0,0,0,0,1
images/center/1202.jpeg,images/left/1202.jpeg,images/right/1202.jpeg,0.5,0,0,0,0,1
images/center/1203.jpeg,images/left/1203.jpeg,images/right/1203.jpeg,0.5,0,0,0,0,1
images/center/1204.jpeg,images/left/1204.jpeg,images/right/1204.jpeg,0.5,0,0,0,0,1
images/center/1205.jpeg,images/left/1205.jpeg,images/right/1205.jpeg,0.5,0,0,0,0,1
images/center/1206.jpeg,images/left/1206.jpeg,images/right/1206.jpeg,0.5,0,0,0,0,1
images/center/1207.jpeg,images/left/1207.jpeg,images/right/1207.jpeg,0.5,0,0,0,0,1
images/center/1208.jpeg,images/left/1208.jpeg,images/right/1208.jpeg,0.5,0,0,0,0,1
images/center/1209.jpeg,images/left/1209.jpeg,images/right/1209.jpeg,0.5,0,0,0,0,1
images/center/1210.jpeg,images/left/1210.jpeg,images/right/1210.jpeg,0.5,0,0,0,0,1
images/center/1211.jpeg,images/left/1211.jpeg,images/right/1211.jpeg,0.5,0,0,0,0,1
images/center/1212.jpeg,images/left/1212.jpeg,images/right/1212.jpeg,0.5,0,0,0,0,1
images/center/1213.jpeg,images/left/1213.jpeg,images/right/1213.jpeg,0.5,0,0,0,0,1
images/center/1214.jpeg,images/left/1214.jpeg,images/right/1214.jpeg,0.5,0,0,0,0,1
images/center/1215.jpeg,images/left/1215.jpeg,images/right/1215.jpeg,0.5,0,0,0,0,1
images/center/1216.jpeg,images/left/1216.jpeg,images/right/1216.jpeg,0.5,0,0,0,0,1
images/center/1217.jpeg,images/left/1217.jpeg,images/right/1217.jpeg,0.5,0,0,0,0,1
images/center/1218.jpeg,images/left/1218.jpeg,images/right/1218.jpeg,0.5,0,0,0,0,1
images/center/1219.jpeg,images/left/1219.jpeg,images/right/1219.jpeg,0.5,0,0,0,0,1
images/center/1220.jpeg,images/left/1220.jpeg,images/right/1220.jpeg,0.5,0,0,0,0,1
images/center/1221.jpeg,images/left/1221.jpeg,images/right/1221.jpeg,0.5,0,0,0,0,1
images/center/1222.jpeg,images/left/1222.jpeg,images/right/1222.jpeg,0.5,0,0,0,0,1
images/center/1223.jpeg,images/left/1223.jpeg,images/right/1223.jpeg,0.5,0,0,0,0,1
images/center/1224.jpeg,images/left/1224.jpeg,images/right/1224.jpeg,0.5,0,0,0,0,1
images/center/1225.jpeg,images/left/1225.jpeg,images/right/1225.jpeg,0.5,0,0,0,0,1
images/center/1226.jpeg,images/left/1226.jpeg,images/right/1226.jpeg,0.5,0,0,0,0,1
images/center/1227.jpeg,images/left/1227.jpeg,images/right/1227.jpeg,0.5,0,0,0,0,1
images/center/1228.jpeg,images/left/1228.jpeg,images/right/1228.jpeg,0.5,0,0,0,0,1
images/center/1229.jpeg,images/left/1229.jpeg,images/right/1229.jpeg,0.5,0,0,0,0,1
images/center/1230.jpeg,images/left/1230.jpeg,images/right/1230.jpeg,0.5,0,0,0,0,1
images/center/1231.jpeg,images/left/1231.jpeg,images/right/1231.jpeg,0.5,0,0,0,0,1
images/center/1232.jpeg,images/left/1232.jpeg,images/right/1232.jpeg,0.5,0,0,0,0,1
images/center/1233.jpeg,images/left/1233.jpeg,images/right/1233.jpeg,0.5,0,0,0,0,1
images/center/1234.jpeg,images/left/1234.jpeg,images/right/1234.jpeg,0.5,0,0,0,0,1
images/center/1235.jpeg,images/left/1235.jpeg,images/right/1235.jpeg,0.5,0,0,0,0,1
images/center/1236.jpeg,images/left/1236.jpeg,images/right/1236.jpeg,0.5,0,0,0,0,1
images/center/1237.jpeg,images/left/1237.jpeg,images/right/1237.jpeg,0.5,0,0,0,0,1
images/center/1238.jpeg,images/left/1238.jpeg,images/right/1238.jpeg,0.5,0,0,0,0,1
images/center/1239.jpeg,images/left/1239.jpeg,images/right/1239.jpeg,0.5,0,0,0,0,1
images/center/1240.jpeg,images/left/1240.jpeg,images/right/1240.jpeg,0.5,0,0,0,0,1
images/center/1241.jpeg,images/left/1241.jpeg,images/right/1241.jpeg,0.5,0,0,0,0,1
images/center/1242.jpeg,images/left/1242.jpeg,images/right/1242.jpeg,0.5,0,0,0,0,1
images/center/1243.jpeg,images/left/1243.jpeg,images/right/1243.jpeg,0.5,0,0,0,0,1
images/center/1244.jpeg,images/left/1244.jpeg,images/right/1244.jpeg,0.5,0,0,0,0,1
images/center/1245.jpeg,images/left/1245.jpeg,images/right/1245.jpeg,0.5,0,0,0,0,1
images/center/1246.jpeg,images/left/1246.jpeg,images/right/1246.jpeg,0.5,0,0,0,0,1
images/center/1247.jpeg,images/left/1247.jpeg,images/right/1247.jpeg,0.5,0,0,0,0,1
images/center/1248.jpeg,images/left/1248.jpeg,images/right/1248.jpeg,0.5,0,0,0,0,1
images/center/1249.jpeg,images/left/1249.jpeg,images/right/1249.jpeg,0.5,0,0,0,0,1
images/center/1250.jpeg,images/left/1250.jpeg,images/right/1250.jpeg,0.5,0,0,0,0,1
images/center/1251.jpeg,images/left/1251.jpeg,images/right/1251.jpeg,0.5,0,0,0,0,1
images/center/1252.jpeg,images/left/1252.jpeg,images/right/1252.jpeg,0.5,0,0,0,0,1
images/center/1253.jpeg,images/left/1253.jpeg,images/right/1253.jpeg,0.5,0,0,0,0,1
images/center/1254.jpeg,images/left/1254.jpeg,images/right/1254.jpeg,0.5,0,0,0,0,1
images/center/1255.jpeg,images/left/1255.jpeg,images/right/1255.jpeg,0.5,0,0,0,0,1
images/center/1256.jpeg,images/left/1256.jpeg,images/right/1256.jpeg,0.5,0,0,0,0,1
images/center/1257.jpeg,images/left/1257.jpeg,images/right/1257.jpeg,0.5,0,0,0,0,1
images/center/1258.jpeg,images/left/1258.jpeg,images/right/1258.jpeg,0.5,0,0,0,0,1
images/center/1259.jpeg,images/left/1259.jpeg,images/right/1259.jpeg,0.5,0,0,0,0,1
images/center/1260.jpeg,images/left/1260.jpeg,images/right/1260.jpeg,0.5,0,0,0,0,1
images/center/1261.jpeg,images/left/1261.jpeg,images/right/1261.jpeg,0.5,0,0,0,0,1
images/center/1262.jpeg,images/left/1262.jpeg,images/right/1262.jpeg,0.5,0,0,0,0,1
images/center/1263.jpeg,images/left/1263.jpeg,images/right/1263.jpeg,0.5,0,0,0,0,1
images/center/1264.jpeg,images/left/1264.jpeg,images/right/1264.jpeg,0.5,0,0,0,0,1
images/center/1265.jpeg,images/left/1265.jpeg,images/right/1265.jpeg,0.5,0,0,0,0,1
images/center/1266.jpeg,images/left/1266.jpeg,images/right/1266.jpeg,0.5,0,0,0,0,1
images/center/1267.jpeg,images/left/1267.jpeg,images/right/1267.jpeg,0.5,0,0,0,0,1
images/center/1268.jpeg,images/left/1268.jpeg,images/right/1268.jpeg,0.5,0,0,0,0,1
images/center/1271.jpeg,images/left/1271.jpeg,images/right/1269.jpeg,0.5,0,0,0,0,1
images/center/1271.jpeg,images/left/1271.jpeg,images/right/1270.jpeg,0.5,0,0,0,0,1
images/center/1271.jpeg,images/left/1271.jpeg,images/right/1271.jpeg,0.5,0,0,0,0,1
images/center/1272.jpeg,images/left/1272.jpeg,images/right/1272.jpeg,0.5,0,0,0,0,1
images/center/1273.jpeg,images/left/1273.jpeg,images/right/1273.jpeg,0.5,0,0,0,0,1
images/center/1274.jpeg,images/left/1274.jpeg,images/right/1274.jpeg,0.5,0,0,0,0,1
images/center/1275.jpeg,images/left/1275.jpeg,images/right/1275.jpeg,0.5,0,0,0,0,1
images/center/1276.jpeg,images/left/1276.jpeg,images/right/1276.jpeg,0.5,0,0,0,0,1
images/center/1277.jpeg,images/left/1277.jpeg,images/right/1277.jpeg,0.5,0,0,0,0,1
images/center/1278.jpeg,images/left/1278.jpeg,images/right/1278.jpeg,0.5,0,0,0,0,1
images/center/1279.jpeg,images/left/1279.jpeg,images/right/1279.jpeg,0.5,0,0,0,0,1
images/center/1280.jpeg,images/left/1280.jpeg,images/right/1280.jpeg,0.5,0,0,0,0,1
images/center/1281.jpeg,images/left/1281.jpeg,images/right/1281.jpeg,0.5,0,0,0,0,1
images/center/1282.jpeg,images/left/1282.jpeg,images/right/1282.jpeg,0.5,0,0,0,0,1
images/center/1283.jpeg,images/left/1283.jpeg,images/right/1283.jpeg,0.5,0,0,0,0,1
images/center/1284.jpeg,images/left/1284.jpeg,images/right/1284.jpeg,0.5,0,0,0,0,1
images/center/1285.jpeg,images/left/1285.jpeg,images/right/1285.jpeg,0.5,0,0,0,0,1
images/center/1286.jpeg,images/left/1286.jpeg,images/right/1286.jpeg,0.5,0,0,0,0,1
images/center/1287.jpeg,images/left/1287.jpeg,images/right/1287.jpeg,0.5,0,0,0,0,1
images/center/1288.jpeg,images/left/1288.jpeg,images/right/1288.jpeg,0.5,0,0,0,0,1
images/center/1289.jpeg,images/left/1289.jpeg,images/right/1289.jpeg,0.5,0,0,0,0,1
images/center/1290.jpeg,images/left/1290.jpeg,images/right/1290.jpeg,0.5,0,0,0,0,1
images/center/1291.jpeg,images/left/1291.jpeg,images/right/1291.jpeg,0.5,0,0,0,0,1
images/center/1292.jpeg,images/left/1292.jpeg,images/right/1292.jpeg,0.5,0,0,0,0,1
images/center/1293.jpeg,images/left/1293.jpeg,images/right/1293.jpeg,0.5,0,0,0,0,1
images/center/1294.jpeg,images/left/1294.jpeg,images/right/1294.jpeg,0.5,0,0,0,0,1
images/center/1295.jpeg,images/left/1295.jpeg,images/right/1295.jpeg,0.5,0,0,0,0,1
images/center/1296.jpeg,images/left/1296.jpeg,images/right/1296.jpeg,0.5,0,0,0,0,1
images/center/1297.jpeg,images/left/1297.jpeg,images/right/1297.jpeg,0.5,0,0,0,0,1
images/center/1298.jpeg,images/left/1298.jpeg,images/right/1298.jpeg,0.5,0,0,0,0,1
images/center/1299.jpeg,images/left/1299.jpeg,images/right/1299.jpeg,0.5,0,0,0,0,1
images/center/1300.jpeg,images/left/1300.jpeg,images/right/1300.jpeg,0.5,0,0,0,0,1
images/center/1301.jpeg,images/left/1301.jpeg,images/right/1301.jpeg,0.5,0,0,0,0,1
images/center/1302.jpeg,images/left/1302.jpeg,images/right/1302.jpeg,0.5,0,0,0,0,1
images/center/1303.jpeg,images/left/1303.jpeg,images/right/1303.jpeg,0.5,0,0,0,0,1
images/center/1304.jpeg,images/left/1304.jpeg,images/right/1304.jpeg,0.5,0,0,0,0,1
images/center/1305.jpeg,images/left/1305.jpeg,images/right/1305.jpeg,0.5,0,0,0,0,1
images/center/1306.jpeg,images/left/1306.jpeg,images/right/1306.jpeg,0.5,0,0,0,0,1
images/center/1307.jpeg,images/left/1307.jpeg,images/right/1307.jpeg,0.5,0,0,0,0,1
images/center/1308.jpeg,images/left/1308.jpeg,images/right/1308.jpeg,0.5,0,0,0,0,1
images/center/1309.jpeg,images/left/1309.jpeg,images/right/1309.jpeg,0.5,0,0,0,0,1
images/center/1310.jpeg,images/left/1310.jpeg,images/right/1310.jpeg,0.5,0,0,0,0,1
images/center/1311.jpeg,images/left/1311.jpeg,images/right/1311.jpeg,0.5,0,0,0,0,1
images/center/1313.jpeg,images/left/1313.jpeg,images/right/1312.jpeg,0.5,0,0,0,0,1
images/center/1313.jpeg,images/left/1314.jpeg,images/right/1313.jpeg,0.5,0,0,0,0,1
images/center/1314.jpeg,images/left/1315.jpeg,images/right/1314.jpeg,0.5,0,0,0,0,1
images/center/1315.jpeg,images/left/1315.jpeg,images/right/1315.jpeg,0.5,0,0,0,0,1
images/center/1316.jpeg,images/left/1316.jpeg,images/right/1316.jpeg,0.5,0,0,0,0,1
images/center/1317.jpeg,images/left/1317.jpeg,images/right/1317.jpeg,0.5,0,0,0,0,1
images/center/1318.jpeg,images/left/1318.jpeg,images/right/1318.jpeg,0.5,0,0,0,0,1
images/center/1319.jpeg,images/left/1319.jpeg,images/right/1319.jpeg,0.5,0,0,0,0,1
images/center/1320.jpeg,images/left/1320.jpeg,images/right/1320.jpeg,0.5,0,0,0,0,1
images/center/1321.jpeg,images/left/1321.jpeg,images/right/1321.jpeg,0.5,0,0,0,0,1
images/center/1322.jpeg,images/left/1322.jpeg,images/right/1322.jpeg,0.5,0,0,0,0,1
images/center/1323.jpeg,images/left/1323.jpeg,images/right/1323.jpeg,0.5,0,0,0,0,1
images/center/1324.jpeg,images/left/1324.jpeg,images/right/1324.jpeg,0.5,0,0,0,0,1
images/center/1325.jpeg,images/left/1325.jpeg,images/right/1325.jpeg,0.5,0,0,0,0,1
images/center/1326.jpeg,images/left/1326.jpeg,images/right/1326.jpeg,0.5,0,0,0,0,1
images/center/1327.jpeg,images/left/1327.jpeg,images/right/1327.jpeg,0.5,0,0,0,0,1
images/center/1328.jpeg,images/left/1328.jpeg,images/right/1328.jpeg,0.5,0,0,0,0,1
images/center/1329.jpeg,images/left/1329.jpeg,images/right/1329.jpeg,0.5,0,0,0,0,1
images/center/1330.jpeg,images/left/1330.jpeg,images/right/1330.jpeg,0.5,0,0,0,0,1
images/center/1331.jpeg,images/left/1331.jpeg,images/right/1331.jpeg,0.5,0,0,0,0,1
images/center/1332.jpeg,images/left/1332.jpeg,images/right/1332.jpeg,0.5,0,0,0,0,1
images/center/1333.jpeg,images/left/1333.jpeg,images/right/1333.jpeg,0.5,0,0,0,0,1
images/center/1334.jpeg,images/left/1334.jpeg,images/right/1334.jpeg,0.5,0,0,0,0,1
images/center/1335.jpeg,images/left/1335.jpeg,images/right/1335.jpeg,0.5,0,0,0,0,1
images/center/1336.jpeg,images/left/1336.jpeg,images/right/1336.jpeg,0.5,0,0,0,0,1
images/center/1337.jpeg,images/left/1337.jpeg,images/right/1337.jpeg,0.5,0,0,0,0,1
images/center/1338.jpeg,images/left/1338.jpeg,images/right/1338.jpeg,0.5,0,0,0,0,1
images/center/1339.jpeg,images/left/1339.jpeg,images/right/1339.jpeg,0.5,0,0,0,0,1
images/center/1340.jpeg,images/left/1340.jpeg,images/right/1340.jpeg,0.5,0,0,0,0,1
images/center/1341.jpeg,images/left/1341.jpeg,images/right/1341.jpeg,0.5,0,0,0,0,1
images/center/1342.jpeg,images/left/1342.jpeg,images/right/1342.jpeg,0.5,0,0,0,0,1
images/center/1343.jpeg,images/left/1343.jpeg,images/right/1343.jpeg,0.5,0,0,0,0,1
images/center/1344.jpeg,images/left/1344.jpeg,images/right/1344.jpeg,0.5,0,0,0,0,1
images/center/1345.jpeg,images/left/1345.jpeg,images/right/1345.jpeg,0.5,0,0,0,0,1
images/center/1346.jpeg,images/left/1346.jpeg,images/right/1346.jpeg,0.5,0,0,0,0,1
images/center/1347.jpeg,images/left/1347.jpeg,images/right/1347.jpeg,0.5,0,0,0,0,1
images/center/1348.jpeg,images/left/1348.jpeg,images/right/1348.jpeg,0.5,0,0,0,0,1
images/center/1349.jpeg,images/left/1349.jpeg,images/right/1349.jpeg,0.5,0,0,0,0,1
images/center/1350.jpeg,images/left/1350.jpeg,images/right/1350.jpeg,0.5,0,0,0,0,1
images/center/1351.jpeg,images/left/1351.jpeg,images/right/1351.jpeg,0.5,0,0,0,0,1
images/center/1352.jpeg,images/left/1352.jpeg,images/right/1352.jpeg,0.5,0,0,0,0,1
images/center/1353.jpeg,images/left/1353.jpeg,images/right/1353.jpeg,0.5,0,0,0,0,1
images/center/1354.jpeg,images/left/1354.jpeg,images/right/1354.jpeg,0.5,0,0,0,0,1
images/center/1355.jpeg,images/left/1355.jpeg,images/right/1355.jpeg,0.5,0,0,0,0,1
images/center/1356.jpeg,images/left/1356.jpeg,images/right/1356.jpeg,0.5,0,0,0,0,1
images/center/1357.jpeg,images/left/1357.jpeg,images/right/1357.jpeg,0.5,0,0,0,0,1
images/center/1358.jpeg,images/left/1358.jpeg,images/right/1358.jpeg,0.5,0,0,0,0,1
images/center/1359.jpeg,images/left/1359.jpeg,images/right/1359.jpeg,0.5,0,0,0,0,1
images/center/1360.jpeg,images/left/1360.jpeg,images/right/1360.jpeg,0.5,0,0,0,0,1
images/center/1361.jpeg,images/left/1361.jpeg,images/right/1361.jpeg,0.5,0,0,0,0,1
images/center/1362.jpeg,images/left/1362.jpeg,images/right/1362.jpeg,0.5,0,0,0,0,1
images/center/1363.jpeg,images/left/1363.jpeg,images/right/1363.jpeg,0.5,0,0,0,0,1
images/center/1364.jpeg,images/left/1364.jpeg,images/right/1364.jpeg,0.5,0,0,0,0,1
images/center/1365.jpeg,images/left/1365.jpeg,images/right/1365.jpeg,0.5,0,0,0,0,1
images/center/1366.jpeg,images/left/1366.jpeg,images/right/1366.jpeg,0.5,0,0,0,0,1
images/center/1367.jpeg,images/left/1367.jpeg,images/right/1367.jpeg,0.5,0,0,0,0,1
images/center/1368.jpeg,images/left/1368.jpeg,images/right/1368.jpeg,0.5,0,0,0,0,1
images/center/1369.jpeg,images/left/1369.jpeg,images/right/1369.jpeg,0.5,0,0,0,0,1
images/center/1370.jpeg,images/left/1370.jpeg,images/right/1370.jpeg,0.5,0,0,0,0,1
images/center/1371.jpeg,images/left/1371.jpeg,images/right/1371.jpeg,0.5,0,0,0,0,1
images/center/1372.jpeg,images/left/1372.jpeg,images/right/1372.jpeg,0.5,0,0,0,0,1
images/center/1373.jpeg,images/left/1373.jpeg,images/right/1373.jpeg,0.5,0,0,0,0,1
images/center/1374.jpeg,images/left/1374.jpeg,images/right/1374.jpeg,0.5,0,0,0,0,1
images/center/1375.jpeg,images/left/1375.jpeg,images/right/1375.jpeg,0.5,0,0,0,0,1
images/center/1376.jpeg,images/left/1376.jpeg,images/right/1376.jpeg,0.5,0,0,0,0,1
images/center/1377.jpeg,images/left/1377.jpeg,images/right/1377.jpeg,0.5,0,0,0,0,1
images/center/1378.jpeg,images/left/1378.jpeg,images/right/1378.jpeg,0.5,0,0,0,0,1
images/center/1379.jpeg,images/left/1379.jpeg,images/right/1379.jpeg,0.5,0,0,0,0,1
images/center/1380.jpeg,images/left/1380.jpeg,images/right/1380.jpeg,0.5,0,0,0,0,1
images/center/1381.jpeg,images/left/1381.jpeg,images/right/1381.jpeg,0.5,0,0,0,0,1
images/center/1382.jpeg,images/left/1382.jpeg,images/right/1382.jpeg,0.5,0,0,0,0,1
images/center/1383.jpeg,images/left/1383.jpeg,images/right/1383.jpeg,0.5,0,0,0,0,1
images/center/1384.jpeg,images/left/1384.jpeg,images/right/1384.jpeg,0.5,0,0,0,0,1
images/center/1385.jpeg,images/left/1385.jpeg,images/right/1385.jpeg,0.5,0,0,0,0,1
images/center/1386.jpeg,images/left/1386.jpeg,images/right/1386.jpeg,0.5,0,0,0,0,1
images/center/1387.jpeg,images/left/1387.jpeg,images/right/1387.jpeg,0.5,0,0,0,0,1
images/center/1388.jpeg,images/left/1388.jpeg,images/right/1388.jpeg,0.5,0,0,0,0,1
images/center/1389.jpeg,images/left/1389.jpeg,images/right/1389.jpeg,0.5,0,0,0,0,1
images/center/1391.jpeg,images/left/1391.jpeg,images/right/1390.jpeg,0.5,0,0,0,0,1
images/center/1392.jpeg,images/left/1393.jpeg,images/right/1391.jpeg,0.5,0,0,0,0,1
images/center/1393.jpeg,images/left/1393.jpeg,images/right/1392.jpeg,0.5,0,0,0,0,1
images/center/1393.jpeg,images/left/1393.jpeg,images/right/1393.jpeg,0.5,0,0,0,0,1
images/center/1394.jpeg,images/left/1394.jpeg,images/right/1394.jpeg,0.5,0,0,0,0,1
images/center/1395.jpeg,images/left/1395.jpeg,images/right/1395.jpeg,0.5,0,0,0,0,1
images/center/1396.jpeg,images/left/1396.jpeg,images/right/1396.jpeg,0.5,0,0,0,0,1
images/center/1397.jpeg,images/left/1397.jpeg,images/right/1397.jpeg,0.5,0,0,0,0,1
images/center/1398.jpeg,images/left/1398.jpeg,images/right/1398.jpeg,0.5,0,0,0,0,1
images/center/1399.jpeg,images/left/1399.jpeg,images/right/1399.jpeg,0.5,0,0,0,0,1
images/center/1400.jpeg,images/left/1400.jpeg,images/right/1400.jpeg,0.5,0,0,0,0,1
images/center/1401.jpeg,images/left/1401.jpeg,images/right/1401.jpeg,0.5,0,0,0,0,1
images/center/1402.jpeg,images/left/1402.jpeg,images/right/1402.jpeg,0.5,0,0,0,0,1
images/center/1403.jpeg,images/left/1403.jpeg,images/right/1403.jpeg,0.5,0,0,0,0,1
images/center/1404.jpeg,images/left/1404.jpeg,images/right/1404.jpeg,0.5,0,0,0,0,1
images/center/1405.jpeg,images/left/1405.jpeg,images/right/1405.jpeg,0.5,0,0,0,0,1
images/center/1406.jpeg,images/left/1406.jpeg,images/right/1406.jpeg,0.5,0,0,0,0,1
images/center/1407.jpeg,images/left/1407.jpeg,images/right/1407.jpeg,0.5,0,0,0,0,1
images/center/1408.jpeg,images/left/1408.jpeg,images/right/1408.jpeg,0.5,0,0,0,0,1
images/center/1409.jpeg,images/left/1409.jpeg,images/right/1409.jpeg,0.5,0,0,0,0,1
images/center/1410.jpeg,images/left/1410.jpeg,images/right/1410.jpeg,0.5,0,0,0,0,1
images/center/1411.jpeg,images/left/1411.jpeg,images/right/1411.jpeg,0.5,0,0,0,0,1
images/center/1412.jpeg,images/left/1412.jpeg,images/right/1412.jpeg,0.5,0,0,0,0,1
images/center/1413.jpeg,images/left/1413.jpeg,images/right/1413.jpeg,0.5,0,0,0,0,1
images/center/1414.jpeg,images/left/1414.jpeg,images/right/1414.jpeg,0.5,0,0,0,0,1
images/center/1415.jpeg,images/left/1415.jpeg,images/right/1415.jpeg,0.5,0,0,0,0,1
images/center/1416.jpeg,images/left/1416.jpeg,images/right/1416.jpeg,0.5,0,0,0,0,1
images/center/1417.jpeg,images/left/1417.jpeg,images/right/1417.jpeg,0.5,0,0,0,0,1
images/center/1418.jpeg,images/left/1418.jpeg,images/right/1418.jpeg,0.5,0,0,0,0,1
images/center/1419.jpeg,images/left/1419.jpeg,images/right/1419.jpeg,0.5,0,0,0,0,1
images/center/1420.jpeg,images/left/1420.jpeg,images/right/1420.jpeg,0.5,0,0,0,0,1
images/center/1421.jpeg,images/left/1421.jpeg,images/right/1421.jpeg,0.5,0,0,0,0,1
